ercot_bus,substation_name,match_method,match_confidence,latitude,longitude
TUTTLE_I,Tuttle Switchyard,alias,1.0,29.529181,-98.4186763
TUTTLE_J,Tuttle Switchyard,alias,1.0,29.529181,-98.4186763
TUTTLE_K,Tuttle Switchyard,alias,1.0,29.529181,-98.4186763
TUTTLE_L,Tuttle Switchyard,alias,1.0,29.529181,-98.4186763
TYLER_XFR3,Tyler Substation,ercot_reference_exact,1.0,32.2798012,-95.3464743
TYLER_XFR4,Tyler Substation,ercot_reference_exact,1.0,32.2798012,-95.3464743
TYNAN_BESS1,Tynan Substation,ercot_reference_exact,1.0,28.1831975,-97.7722993
TYNAN_RN,Tynan Substation,ercot_reference_exact,1.0,28.1831975,-97.7722993
UCC_COG_PUN2,Apache Substation,ercot_reference_exact,1.0,29.3787017,-94.9475574
UN1,Fluvanna Substation,ercot_reference_exact,1.0,32.859328,-101.1151431
UN2,Fluvanna Substation,ercot_reference_exact,1.0,32.859328,-101.1151431
UN2_EB,Fluvanna Substation,ercot_reference_exact,1.0,32.859328,-101.1151431
UNIT,Hovey Substation,ercot_reference_exact,1.0,30.9526276,-103.3614053
UNIT_1B,Trent Substation,ercot_reference_exact,1.0,32.4927396,-100.1179747
UNIT_2,Trent Substation,ercot_reference_exact,1.0,32.4927396,-100.1179747
UNIT_3A,Trent Substation,ercot_reference_exact,1.0,32.4927396,-100.1179747
UNIT_3B,Trent Substation,ercot_reference_exact,1.0,32.4927396,-100.1179747
UT3LOAD,Formosa Substation,ercot_reference_exact,1.0,28.6836299,-96.5510875
UTOPIA_7665,Utopia Substation,ercot_reference_exact,1.0,29.6461984,-99.5217823
UTOPIA_7666,Utopia Substation,ercot_reference_exact,1.0,29.6461984,-99.5217823
UTOPIA_RN,Utopia Substation,ercot_reference_exact,1.0,29.6461984,-99.5217823
UTSA_A,Utsa Substation,exact,0.99,29.5865268,-98.6259333
UTSA_B,Utsa Substation,exact,0.99,29.5865268,-98.6259333
UTSA_C,Utsa Substation,exact,0.99,29.5865268,-98.6259333
UTSA_L_B,Utsa Substation,exact,0.99,29.5865268,-98.6259333
UVALDE_BUS1,Uvalde Substation,ercot_reference_exact,1.0,29.2129414,-99.7985937
UVALDE_L_A,Uvalde Substation,ercot_reference_exact,1.0,29.2129414,-99.7985937
UVALDE_L_B,Uvalde Substation,ercot_reference_exact,1.0,29.2129414,-99.7985937
UVALDE_V_A,Uvalde Substation,ercot_reference_exact,1.0,29.2129414,-99.7985937
UVALDE_V_B,Uvalde Substation,ercot_reference_exact,1.0,29.2129414,-99.7985937
VALERO_3593,Osm_Way_488508137,ercot_reference_hybrid_fuzzy,1.0,27.8152704,-97.480535
VALERO_BS1,Osm_Way_488508137,ercot_reference_hybrid_fuzzy,1.0,27.8152704,-97.480535
VALERO_BS2,Osm_Way_488508137,ercot_reference_hybrid_fuzzy,1.0,27.8152704,-97.480535
VALERO_BS4,Osm_Way_488508137,ercot_reference_hybrid_fuzzy,1.0,27.8152704,-97.480535
VALERO_E_LD4,Osm_Way_488508137,ercot_reference_hybrid_fuzzy,1.0,27.8152704,-97.480535
VALERO_E_L_A,Osm_Way_488508137,ercot_reference_hybrid_fuzzy,1.0,27.8152704,-97.480535
VALERO_LD1,Osm_Way_488508137,ercot_reference_hybrid_fuzzy,1.0,27.8152704,-97.480535
VALERO_LD2,Osm_Way_488508137,ercot_reference_hybrid_fuzzy,1.0,27.8152704,-97.480535
VALERO_L_A,Osm_Way_488508137,ercot_reference_hybrid_fuzzy,1.0,27.8152704,-97.480535
VALERO_L_B,Osm_Way_488508137,ercot_reference_hybrid_fuzzy,1.0,27.8152704,-97.480535
VALERO_R_A,Osm_Way_488508137,ercot_reference_hybrid_fuzzy,1.0,27.8152704,-97.480535
VALERO_R_B,Osm_Way_488508137,ercot_reference_hybrid_fuzzy,1.0,27.8152704,-97.480535
VALLEY_B,Denton Valley Substation,alias,1.0,32.2575524,-99.5394519
VALLEY_C,Denton Valley Substation,alias,1.0,32.2575524,-99.5394519
VEGA_K,Vega Substation,ercot_reference_exact,1.0,35.2534718,-102.4164982
VEGA_L_A,Vega Substation,ercot_reference_exact,1.0,35.2534718,-102.4164982
VERTIGO_UN1,Vertigo Wind Substation,ercot_reference_exact,1.0,33.6446357,-99.4213944
VICTORIA_CC1,North Victoria Substation,alias,1.0,28.8070816,-96.9834428
VICTORIA_L_A,North Victoria Substation,alias,1.0,28.8070816,-96.9834428
VICTORIA_L_B,North Victoria Substation,alias,1.0,28.8070816,-96.9834428
VICTORIA_L_C,North Victoria Substation,alias,1.0,28.8070816,-96.9834428
VICTORIA_L_D,North Victoria Substation,alias,1.0,28.8070816,-96.9834428
VICTORIA_V_B,North Victoria Substation,alias,1.0,28.8070816,-96.9834428
VICTORIA_V_C,North Victoria Substation,alias,1.0,28.8070816,-96.9834428
VICTORIA_V_D,North Victoria Substation,alias,1.0,28.8070816,-96.9834428
VISTRON_2980,Vistron Substation,ercot_reference_exact,1.0,28.5745707,-96.8330241
VISTRON_2982,Vistron Substation,ercot_reference_exact,1.0,28.5745707,-96.8330241
VISTRON_E_1,Vistron Substation,ercot_reference_exact,1.0,28.5745707,-96.8330241
VISTRON_E_2,Vistron Substation,ercot_reference_exact,1.0,28.5745707,-96.8330241
VISTRON_K,Vistron Substation,ercot_reference_exact,1.0,28.5745707,-96.8330241
VISTRON_KC,Vistron Substation,ercot_reference_exact,1.0,28.5745707,-96.8330241
VISTRON_KT,Vistron Substation,ercot_reference_exact,1.0,28.5745707,-96.8330241
VISTRON_TG1,Vistron Substation,ercot_reference_exact,1.0,28.5745707,-96.8330241
VISTRON_TG2,Vistron Substation,ercot_reference_exact,1.0,28.5745707,-96.8330241
VISTRON_V_B,Vistron Substation,ercot_reference_exact,1.0,28.5745707,-96.8330241
VLSI_A,Vlsi Substation,exact,0.99,29.4735314,-98.6785475
VLSI_B,Vlsi Substation,exact,0.99,29.4735314,-98.6785475
VLSI_K,Vlsi Substation,exact,0.99,29.4735314,-98.6785475
VLSI_L_A,Vlsi Substation,exact,0.99,29.4735314,-98.6785475
VNSN_WLKR,Walker Substation,ercot_reference_exact,1.0,32.35839,-99.7002086
VNSN_WLKR2,Walker Substation,ercot_reference_exact,1.0,32.35839,-99.7002086
W1,Lockett Substation,ercot_reference_exact,1.0,34.0510911,-99.3753229
WALNUTCK,Walnut Substation,ercot_reference_exact,1.0,32.9164484,-96.6318372
WALNUTCKZ,Walnut Substation,ercot_reference_exact,1.0,32.9164484,-96.6318372
WALZEM_A,Walzem Road Substation,alias,1.0,29.5096409,-98.3692673
WALZEM_B,Walzem Road Substation,alias,1.0,29.5096409,-98.3692673
WALZEM_C,Walzem Road Substation,alias,1.0,29.5096409,-98.3692673
WALZEM_D,Walzem Road Substation,alias,1.0,29.5096409,-98.3692673
WARREN,Warren Substation,ercot_reference_exact,1.0,30.310659,-97.7582
WARRENY,Warren Substation,ercot_reference_exact,1.0,30.310659,-97.7582
WARRENZ,Warren Substation,ercot_reference_exact,1.0,30.310659,-97.7582
WESTSIDE_V_A,Westside Substation,ercot_reference_exact,1.0,29.4397815,-98.5609105
WESTSIDE_V_B,Westside Substation,ercot_reference_exact,1.0,29.4397815,-98.5609105
WEST_OSO,West Oso Substation,ercot_reference_exact,1.0,27.7662046,-97.4521276
WEST_OSO_L_A,West Oso Substation,ercot_reference_exact,1.0,27.7662046,-97.4521276
WFTANK_ESS1,Lobo Substation,ercot_reference_exact,1.0,27.5789332,-99.2756424
WHELESS_K,Wheless Lane Substation,alias,1.0,30.3130498,-97.6850192
WILSON_K,Wilson Substation,ercot_reference_exact,1.0,29.3376671,-98.1728307
WINDSOR,Windsor Substation,ercot_reference_exact,1.0,31.5078256,-97.3009708
WIND_II,Vertigo Wind Substation,ercot_reference_exact,1.0,33.6446357,-99.4213944
WIRTZ_1111,Wirtz Substation,ercot_reference_exact,1.0,30.5596814,-98.3374716
WIRTZ_1389,Wirtz Substation,ercot_reference_exact,1.0,30.5596814,-98.3374716
WIRTZ_3810,Wirtz Substation,ercot_reference_exact,1.0,30.5596814,-98.3374716
WIRTZ_3842,Wirtz Substation,ercot_reference_exact,1.0,30.5596814,-98.3374716
WIRTZ_3845,Wirtz Substation,ercot_reference_exact,1.0,30.5596814,-98.3374716
WIRTZ_3852,Wirtz Substation,ercot_reference_exact,1.0,30.5596814,-98.3374716
WIRTZ_EPS1,Wirtz Substation,ercot_reference_exact,1.0,30.5596814,-98.3374716
WIRTZ_EPS3,Wirtz Substation,ercot_reference_exact,1.0,30.5596814,-98.3374716
WIRTZ_E_1,Wirtz Substation,ercot_reference_exact,1.0,30.5596814,-98.3374716
WIRTZ_E_2,Wirtz Substation,ercot_reference_exact,1.0,30.5596814,-98.3374716
WIRTZ_K,Wirtz Substation,ercot_reference_exact,1.0,30.5596814,-98.3374716
WIRTZ_KB,Wirtz Substation,ercot_reference_exact,1.0,30.5596814,-98.3374716
WIR_WIRTZ_G1,Wirtz Substation,ercot_reference_exact,1.0,30.5596814,-98.3374716
WIR_WIRTZ_G2,Wirtz Substation,ercot_reference_exact,1.0,30.5596814,-98.3374716
WOLFCAMP_9,Wolfcamp,alias,1.0,32.1617996,-103.8297394
WOODWRD1_RN,Lynx Substation,ercot_reference_exact,1.0,31.0718593,-102.3935068
WOODWRD2_RN,Lynx Substation,ercot_reference_exact,1.0,31.0718593,-102.3935068
WRIGHT8,Wright Substation,ercot_reference_exact,1.0,32.2629217,-98.1910947
WWKS_T_LINE,Lon Hill Substation,ercot_reference_exact,1.0,27.8438525,-97.6155988
W_PECO_UNIT1,Pecos Substation,ercot_reference_exact,1.0,31.4295051,-103.4987029
XFMR1_2,Formosa Substation,ercot_reference_exact,1.0,28.6836299,-96.5510875
XFMR1_PARIS,Paris Substation,ercot_reference_exact,1.0,33.6390776,-95.58098
X_1,Hindes Substation,ercot_reference_exact,1.0,28.6463294,-98.9026564
YUCCA_LD01,Yucca Substation,ercot_reference_exact,1.0,30.9905365,-101.0773295
ZEPHYR,Zephyr Substation,ercot_reference_exact,1.0,31.7094614,-98.8616336
