NAME,CITY,COUNTY,STATE,LATITUDE,LONGITUDE,LINES,MAX_VOLT,MIN_VOLT,OWNER,TYPE,STATUS,source_dataset,lmp_avg,lmp_hub_spread,lmp_std,shadow_price_nearby,constraint_hours,CAPACITY_SCORE,TIER,ercot_bus_matched,match_confidence,data_source,score_timestamp,queue_hits,project_hits,upgrade_pressure,hosting_band,hosting_confidence,primary_limiter
Roswell City Substation,,,TX,33.3926587,-104.5199652,1,115.0,115.0,,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Roswell Interchange,,,TX,33.3498634,-104.5061749,1,115.0,69.0,,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Roswell Solar Sub,,,TX,33.4454214,-104.448712,1,115.0,115.0,,generation,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Sage Brush Substation,,,TX,32.3815091,-103.4990385,1,115.0,115.0,,,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Samson Substation,,,TX,33.3658796,-104.4610937,1,115.0,115.0,,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,0.99,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
San Andres Substation,,,TX,32.811188,-103.4889963,1,115.0,69.0,,industrial,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Sand Dunes Substation,,,TX,32.2915628,-103.7918361,1,115.0,115.0,,,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Sanger East Substation,,,TX,32.7117812,-103.0930992,1,115.0,115.0,,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Sierra Substation,,,TX,33.3218048,-104.5152697,1,115.0,115.0,,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
South Loving Sub,,,TX,32.2693559,-104.099942,1,115.0,115.0,,,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Texaco Co2 Substation,,,TX,32.78583,-103.5092474,1,115.0,115.0,,industrial,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Transpecto Substation,,,TX,35.6457107,-101.4275174,1,115.0,69.0,,industrial,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Tweedy Substation,,,TX,33.3279471,-104.4884799,1,115.0,69.0,,,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Urton Substation,,,TX,33.4304429,-104.4943102,1,115.0,115.0,,,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
West Orogrande Sub,,,TX,32.405528,-106.1418638,1,115.0,115.0,,,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Whitten Substation,,,TX,32.2107349,-103.2628696,1,115.0,115.0,,,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Wipp Substation,,,TX,32.3726442,-103.790703,1,115.0,115.0,,,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Wood Draw Substation,,,TX,32.097329,-103.9284435,1,115.0,115.0,,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Xto Di9 Substation,,,TX,32.4370118,-103.8656988,1,115.0,115.0,,,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Zia Substation,,,TX,32.652108,-103.7969164,1,115.0,115.0,,industrial,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Abilene Oil Mill Substation,,,TX,32.4393315,-99.7280318,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Abilene Onyx Substation,,,TX,32.5468883,-99.7708742,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Abilene Power Plant Substation,,,TX,32.4499455,-99.721328,1,69.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Adobe Creek Substation,,,TX,35.7600838,-101.018997,1,69.0,4.16,Xcel Energy,industrial,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Albany Foundry Substation,,,TX,32.6653858,-99.2348176,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Aloe Substation,,,TX,28.7803035,-97.0703222,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
American Petrofina Substation,,,TX,30.1714086,-100.0549578,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Anson Substation,,,TX,32.7583522,-99.8912778,1,69.0,69.0,American Electric Power; Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Armadillo Substation,,,TX,30.4617735,-102.4909675,1,69.0,69.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Arrot Substation,,,TX,31.073598,-100.509664,1,69.0,12.5,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Aspermont Continental Oil Substation,,,TX,33.0886567,-100.1962584,1,69.0,69.0,American Electric Power,industrial,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
B&B Gravel Substation,,,TX,29.52016,-96.4161571,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Bay City Pump Substation,,,TX,28.9797729,-96.0118898,1,69.0,69.0,American Electric Power,industrial,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Bee Prison Substation,,,TX,28.3348247,-97.806112,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Belding Substation,,,TX,30.759643,-103.0681004,1,69.0,69.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Ben Bolt Substation,,,TX,27.6874184,-98.0689192,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Ben Hur Substation,,,TX,31.5033655,-96.6868091,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Bernardo Substation,,,TX,29.7541013,-96.3991754,1,69.0,69.0,San Bernard Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Big Lake Phillips Pump Substation,,,TX,31.0929954,-101.4680862,1,69.0,69.0,American Electric Power,industrial,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Big Oak Substation,,,TX,28.5587392,-97.641889,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Blanco Tap,,,TX,30.2846515,-98.3600628,1,69.0,69.0,Pedernales Electric Cooperative,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Bluffton Substation,,,TX,30.8260918,-98.4814222,1,69.0,69.0,Central Texas Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Bonnieview Substation,,,TX,28.1845564,-97.3135833,1,69.0,69.0,South Texas Electric Cooperative; American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Brackenridge Substation,,,TX,30.272714,-97.7329235,1,69.0,69.0,Austin Energy,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Bradley Substation,,,TX,34.8270861,-97.685156,1,69.0,69.0,Southwest Arkansas Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Bradshaw/Climax Substation,,,TX,32.0958731,-99.8799288,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Brady Substation,,,TX,31.1352252,-99.3415624,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Branchville Substation,,,TX,30.8733826,-96.769741,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Briarcrest Substation,,,TX,30.6567288,-96.3373081,1,69.0,69.0,Bryan Texas Utilities,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Bronte Ambassador Substation,,,TX,31.8851258,-100.3973224,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Bronte Atlantic Substation,,,TX,31.8218762,-100.3110153,1,69.0,69.0,American Electric Power,industrial,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Brookhollow Substation,,,TX,28.6304023,-96.6338188,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Brownsville Substation,,,TX,25.9385153,-97.5049078,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Brownsville Switching Station,,,TX,25.9411293,-97.5328007,1,69.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Brundage Substation,,,TX,28.5451093,-99.7434483,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Bryant Ranch Substation,,,TX,30.0252062,-104.1960064,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Buchanan Substation,,,TX,30.7355308,-98.4480934,1,69.0,69.0,Central Texas Electric Cooperative; Lower Colorado River Authority,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Burnett Substation,,,TX,35.5889416,-101.4106691,1,69.0,12.47,Xcel Energy,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Bush Knob Substation,,,TX,33.1052988,-99.1786592,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Business Park Substation,,,TX,30.7091738,-96.422453,1,69.0,69.0,Bryan Texas Utilities,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Cactus Tapping Station,,,TX,30.7877536,-101.8320475,1,69.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Calallen Substation,,,TX,27.8492286,-97.6462318,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
California Substation,,,TX,31.7747435,-103.1306268,1,69.0,69.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Camp Gary Substation,,,TX,29.8812361,-97.8664068,1,69.0,12.5,Lower Colorado River Authority,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Camp San Saba Substation,,,TX,30.9602689,-99.2816358,1,69.0,24.9,Lower Colorado River Authority,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Canadian River Municipal Water Authority #22 Substation,,,TX,35.6221859,-101.4412489,1,69.0,69.0,Canadian River Municipal Water Authority,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Capella Station,,,TX,32.4827482,-99.9266669,1,69.0,69.0,American Electric Power,,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Carancahua Substation,,,TX,28.7441887,-96.4223218,1,69.0,69.0,American Electric Power; South Texas Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Carbide Substation,,,TX,29.3716762,-94.949447,1,69.0,69.0,Texas-New Mexico Power,industrial,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Carey Substation,,,TX,34.4700256,-100.3644918,1,69.0,69.0,Southwestern Electric Power Company,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Carlsbad Substation,,,TX,31.5675402,-100.5735286,1,69.0,69.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Carrizo Springs Substation,,,TX,28.4932844,-99.8845434,1,69.0,69.0,South Texas Electric Cooperative; American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Casa Blanca Substation,,,TX,27.998275,-97.9079939,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Cedar Gap Substation,,,TX,32.3136168,-99.7528266,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Central Austin Substation,,,TX,30.3107185,-97.733894,1,69.0,69.0,Austin Energy,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Central Substation,,,TX,33.1886261,-101.5952017,1,69.0,69.0,Lyntegar Electric Cooperative; South Texas Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Charco Substation,,,TX,28.7535721,-97.6164701,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Charlotte Substation,,,TX,28.8560312,-98.7020999,1,69.0,12.5,American Electric Power; South Texas Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Chase Field Substation,,,TX,28.3805886,-97.6707754,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Childress 20Th Street Substation,,,TX,34.435998,-100.224742,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Childress Airport Substation,,,TX,34.4328891,-100.2701129,1,69.0,69.0,Southwestern Electric Power Company,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Childress Amoco Substation,,,TX,34.4107117,-100.2822345,1,69.0,69.0,Southwestern Electric Power Company,industrial,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Childress Substation,,,TX,34.4208993,-100.2101536,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Chillicothe Substation,,,TX,34.2484964,-99.5098297,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Chinati Substation,,,TX,29.9074156,-104.2761979,1,69.0,69.0,American Electric Power,compensation,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Choke Canyon Prison Substation,,,TX,28.441784,-98.3200116,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Christoval Substation,,,TX,31.1918628,-100.4907822,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Cinega Substation,,,TX,30.0248334,-104.1966683,1,69.0,69.0,Rio Grande Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Clairemont Substation,,,TX,33.2065035,-100.8673716,1,69.0,69.0,Brazos Electric; American Electric Power,industrial,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
