NAME,CITY,COUNTY,STATE,LATITUDE,LONGITUDE,LINES,MAX_VOLT,MIN_VOLT,OWNER,TYPE,STATUS,source_dataset
Katz Substation,,,TX,33.3972257,-100.0103621,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM
Kenedy Substation,,,TX,28.8799309,-97.8324062,1,69.0,69.0,South Texas Electric Cooperative; American Electric Power,distribution,IN SERVICE,OSM
Kennedy Ponder Tap,,,TX,30.4669983,-103.9485785,1,69.0,12.5,American Electric Power,distribution,IN SERVICE,OSM
Kepler Substation,,,TX,27.8186367,-97.5047657,1,69.0,69.0,American Electric Power,industrial,IN SERVICE,OSM
Kermit #1 Substation,,,TX,31.8483729,-103.0815778,1,69.0,69.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM
Kermit #2 Substation,,,TX,31.8520577,-103.0960219,1,69.0,69.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM
King Substation,,,TX,33.5189029,-100.1574201,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM
Kingsland 1 Substation,,,TX,30.6533522,-98.4518498,1,69.0,69.0,Central Texas Electric Cooperative,distribution,IN SERVICE,OSM
Kingsland 2 Substation,,,TX,30.6791168,-98.4578573,1,69.0,69.0,Central Texas Electric Cooperative,distribution,IN SERVICE,OSM
Kirkland Substation,,,TX,34.377595,-100.0664328,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Kite Substation,,,TX,35.5771216,-100.9813072,1,69.0,13.8,Xcel Energy,distribution,IN SERVICE,OSM
Knippa Substation,,,TX,29.2886401,-99.6460336,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Knox City Substation,,,TX,33.422314,-99.8187602,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Knox Substation,,,TX,33.3889313,-99.8914482,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM
Koenig Lane Substation,,,TX,30.3283718,-97.7269485,1,69.0,69.0,Austin Energy,distribution,IN SERVICE,OSM
Kokernut Substation,,,TX,29.4620296,-97.2692384,1,69.0,69.0,Guadalupe Valley Electric Cooperative,distribution,IN SERVICE,OSM
Kosse Substation,,,TX,31.3038955,-96.5112155,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM
La Marque Substation,,,TX,29.367125,-94.9650088,1,69.0,12.5,Texas-New Mexico Power,distribution,IN SERVICE,OSM
La Pyor Substation,,,TX,28.9396323,-99.8336146,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
La Vernia Substation,,,TX,29.3239357,-98.0543154,1,69.0,69.0,Guadalupe Valley Electric Cooperative,distribution,IN SERVICE,OSM
Laguna Substation,,,TX,27.648995,-97.2919754,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Lake Kemp Substation,,,TX,33.742389,-99.1433442,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM
Lakeside Pump Substation,,,TX,29.5591819,-96.3347237,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Laredo Road Substation,,,TX,25.9409777,-97.5328373,1,69.0,69.0,Brownsville Public Utilities Board,transmission,IN SERVICE,OSM
Lasso Substation,,,TX,30.4650044,-103.4753293,1,69.0,34.5,Solairedirect,transmission,IN SERVICE,OSM
Lawrence Park Substation,,,TX,35.1859906,-101.8692924,1,69.0,13.8,Xcel Energy,distribution,IN SERVICE,OSM
Lawton Gore,,,TX,34.6094564,-98.3880982,1,69.0,13.8,Public Service Company of Oklahoma,distribution,IN SERVICE,OSM
Leakey Substation,,,TX,29.6810774,-99.7619179,1,69.0,12.5,Bandera Electric Cooperative,distribution,IN SERVICE,OSM
Leary Lane Substation,,,TX,28.8429117,-96.9791915,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Leon Junction Substation,,,TX,31.3418103,-97.5837214,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM
Leona Substation,,,TX,29.0855249,-99.7114626,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Letourneau Substation,,,TX,32.4586155,-94.73178,1,69.0,69.0,Southwestern Electric Power Company,distribution,IN SERVICE,OSM
Lockett Substation,,,TX,34.0510911,-99.3753229,1,69.0,69.0,Western Farmers Electric Cooperative,distribution,IN SERVICE,OSM
Lone Tree Substation,,,TX,28.8005956,-96.8831346,1,69.0,69.0,South Texas Electric Cooperative; American Electric Power,distribution,IN SERVICE,OSM
Longview Substation,,,TX,32.4924363,-94.7299218,1,69.0,69.0,Southwestern Electric Power Company,distribution,IN SERVICE,OSM
Longworth Substation,,,TX,32.6718767,-100.3583579,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Lorena Substation,,,TX,31.3553175,-97.2129077,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM
Louise Substation,,,TX,29.1045678,-96.4540463,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Luling Magnolia Substation,,,TX,29.7210216,-97.7256368,1,69.0,12.5,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Magnolia Mercer Substation,,,TX,29.7594273,-97.7056348,1,69.0,12.5,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Malone Substation,,,TX,29.6265555,-97.7212977,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Marathon Oil Substation,,,TX,29.3756829,-94.9049973,1,69.0,69.0,Texas-New Mexico Power,industrial,IN SERVICE,OSM
Marfa Substation,,,TX,30.312318,-104.0167993,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Markham Substation,,,TX,28.9667444,-96.0696348,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Mason Switching Station,,,TX,30.8205699,-99.3800323,1,69.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Matador Substation,,,TX,34.0112867,-100.8318732,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Mathis Substation,,,TX,28.1121733,-97.8239071,1,69.0,69.0,American Electric Power; South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Matthews Substation,,,TX,29.5068446,-96.3326957,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Mcadams Substation,,,TX,33.9838936,-100.0257894,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM
Mccamey Shell Substation,,,TX,31.1333195,-102.1916599,1,69.0,4.16,American Electric Power,industrial,IN SERVICE,OSM
Mccook 1 Substation,,,TX,26.5756053,-98.1647139,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Mccook 2 Substation,,,TX,26.6202325,-98.3124125,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Mcelroy Substation,,,TX,31.4229337,-102.3156764,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Mcfadden Substation,,,TX,28.5549951,-97.0584897,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Medina Substation,,,TX,29.8062734,-99.2538115,1,69.0,12.5,Bandera Electric Cooperative,distribution,IN SERVICE,OSM
Melvin Substation,,,TX,31.1963386,-99.5840111,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Memphis Substation,,,TX,34.7198005,-100.5337143,1,69.0,69.0,Southwestern Electric Power Company; Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Merkel Substation,,,TX,32.4785045,-100.0051118,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Mertzon Substation,,,TX,31.2597112,-100.8450737,1,69.0,69.0,Golden Spread Electric Cooperative; American Electric Power,distribution,IN SERVICE,OSM
Middle Valley Substation,,,TX,30.7579027,-100.3110565,1,69.0,12.5,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Midfield West Substation,,,TX,29.0130942,-96.2569459,1,69.0,69.0,South Texas Electric Cooperative,industrial,IN SERVICE,OSM
Midway Lane Substation,,,TX,30.9088505,-101.3787887,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Miles Substation,,,TX,31.5933401,-100.1781026,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Monroe Substation,,,TX,33.7370547,-101.8621289,1,69.0,23.0,Xcel Energy,distribution,IN SERVICE,OSM
Montell Substation,,,TX,29.427929,-100.0017567,1,69.0,24.9,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Moran Substation,,,TX,32.5463523,-99.163375,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Mountary Substation,,,TX,32.075523,-98.4318283,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM
Mozart Substation,,,TX,32.9942365,-100.5316381,1,69.0,34.5,BayWa,transmission,IN SERVICE,OSM
Muleta Substation,,,TX,34.1051949,-100.872805,1,69.0,69.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Munday Substation,,,TX,33.4502702,-99.6207603,1,69.0,69.0,American Electric Power; Brazos Electric,distribution,IN SERVICE,OSM
Mustang Island Substation,,,TX,27.72533,-97.1421692,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Nall Lane Substation,,,TX,30.6712904,-96.3475663,1,69.0,69.0,Bryan Texas Utilities,distribution,IN SERVICE,OSM
Nash Creek Substation,,,TX,29.5440239,-97.7573487,1,69.0,69.0,Guadalupe Valley Electric Cooperative,distribution,IN SERVICE,OSM
Natalia Substation,,,TX,29.2072007,-98.9052214,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Navarro Mills Substation,,,TX,31.9588105,-96.686897,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM
Nebo Substation,,,TX,30.4388922,-98.7473126,1,69.0,69.0,Central Texas Electric Cooperative,distribution,IN SERVICE,OSM
New Barksdale Substation,,,TX,29.7655428,-100.0791856,1,69.0,69.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM
New Deal Interchange,,,TX,33.7810422,-101.8622867,1,69.0,69.0,South Plains Electric Cooperative,distribution,IN SERVICE,OSM
Nimrod Substation,,,TX,32.2717751,-99.0106737,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM
Nolan West Substation,,,TX,32.2350752,-100.4538247,1,69.0,69.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Normanna Substation,,,TX,28.5335345,-97.7739926,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
North Amarillo Substation,,,TX,35.250522,-101.8837286,1,69.0,69.0,Xcel Energy,transmission,IN SERVICE,OSM
North Batesville Substation,,,TX,28.9633621,-99.6168507,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
North Brady Substation,,,TX,31.1555373,-99.3361972,1,69.0,69.0,American Electric Power,compensation,IN SERVICE,OSM
North Calliham Substation,,,TX,28.5436067,-98.3411725,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
North Ella Substation,,,TX,27.5286625,-98.1124413,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
North Padre Island Substation,,,TX,27.6000678,-97.2214825,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
North Substation,,,TX,30.6912024,-96.3944518,1,69.0,69.0,Bryan Texas Utilities,distribution,IN SERVICE,OSM
North Vernon Substation,,,TX,34.20283,-99.3312134,1,69.0,69.0,Western Farmers Electric Cooperative,transmission,IN SERVICE,OSM
North Victoria Substation,,,TX,28.8070816,-96.9834428,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Northern Natural Gas Substation,,,TX,30.6726565,-102.4938633,1,69.0,69.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM
Northside Substation,,,TX,29.4090285,-94.9135866,1,69.0,12.5,Texas-New Mexico Power,distribution,IN SERVICE,OSM
Northwest Memphis Substation,,,TX,34.7400168,-100.5452025,1,69.0,69.0,Southwestern Electric Power Company,distribution,IN SERVICE,OSM
Novice Substation,,,TX,31.9840284,-99.6692989,1,69.0,69.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Nugent Substation,,,TX,32.6937158,-99.6748451,1,69.0,69.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Nusery Substation,,,TX,28.9226287,-97.0964726,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
O'Conner Substation,,,TX,28.5196165,-97.0432402,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Odem Substation,,,TX,27.9425339,-97.5737846,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Old Ocean Substation,,,TX,29.0657782,-95.7372656,1,69.0,69.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM
Olivia Substation,,,TX,28.6890742,-96.4530061,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Orange Grove Substation,,,TX,27.9199677,-97.9601644,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Osm_Relation_8239747,,,TX,28.9890793,-95.5681998,1,69.0,69.0,Texas-New Mexico Power,industrial,IN SERVICE,OSM
Osm_Way_1202245534,,,TX,33.7035158,-94.3920662,1,69.0,69.0,Permian Express Partners LLC,industrial,IN SERVICE,OSM
Osm_Way_340137534,,,TX,29.7489143,-95.021102,1,69.0,69.0,Exxon,transmission,IN SERVICE,OSM
Osm_Way_448974932,,,TX,34.2470525,-99.0800505,1,69.0,69.0,Public Service Company of Oklahoma,yes,IN SERVICE,OSM
Osm_Way_454325948,,,TX,34.1588002,-99.2864379,1,69.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Osm_Way_459158237,,,TX,32.6907989,-102.0524972,1,69.0,69.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Osm_Way_467959218,,,TX,32.733658,-100.8243716,1,69.0,69.0,Enel,transition,IN SERVICE,OSM
Osm_Way_488508134,,,TX,27.8164431,-97.4794125,1,69.0,69.0,Valero,industrial,IN SERVICE,OSM
Osm_Way_503186915,,,TX,30.2315127,-102.436551,1,69.0,69.0,Texas-New Mexico Power,compensation,IN SERVICE,OSM
Osm_Way_503186917,,,TX,30.3122707,-102.4411004,1,69.0,69.0,Texas-New Mexico Power,compensation,IN SERVICE,OSM
Osm_Way_503186923,,,TX,30.3989342,-102.4373925,1,69.0,69.0,Texas-New Mexico Power,compensation,IN SERVICE,OSM
Osm_Way_503186941,,,TX,30.7727313,-102.5041202,1,69.0,69.0,Texas-New Mexico Power,compensation,IN SERVICE,OSM
Osm_Way_503901453,,,TX,28.5125514,-96.7669556,1,69.0,69.0,Dow Chemical,industrial,IN SERVICE,OSM
Osm_Way_515589399,,,TX,28.5066816,-96.7708626,1,69.0,69.0,Dow Chemical,industrial,IN SERVICE,OSM
Osm_Way_515589404,,,TX,28.5097017,-96.7663342,1,69.0,69.0,Dow Chemical,industrial,IN SERVICE,OSM
Osm_Way_515589405,,,TX,28.5102248,-96.7654653,1,69.0,69.0,Dow Chemical,industrial,IN SERVICE,OSM
Osm_Way_515589408,,,TX,28.5161199,-96.7668753,1,69.0,69.0,Dow Chemical,industrial,IN SERVICE,OSM
Osm_Way_582094807,,,TX,33.5439038,-99.1797141,1,69.0,69.0,Brazos Electric,compensation,IN SERVICE,OSM
Osm_Way_583928751,,,TX,29.3574993,-94.9381672,1,69.0,69.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM
Osm_Way_632013172,,,TX,33.169734,-101.3880667,1,69.0,69.0,Golden Spread Electric Cooperative,transmission,IN SERVICE,OSM
Ottine Substation,,,TX,29.6137191,-97.478546,1,69.0,69.0,Guadalupe Valley Electric Cooperative,distribution,IN SERVICE,OSM
Over Street Substation,,,TX,32.4180124,-99.7567532,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Oxy Cogdell Substation,,,TX,32.9423439,-100.8864093,1,69.0,69.0,Occidental Petroleum,industrial,IN SERVICE,OSM
Ozona Substation,,,TX,30.719174,-101.1997574,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Paducah City Substation,,,TX,34.0146962,-100.2993742,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Paducah South Substation,,,TX,33.9802512,-100.3269511,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM
Page Field Substation,,,TX,30.7985235,-100.4642948,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Paint Rock Substation,,,TX,31.5062491,-99.9180786,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Painview Substation,,,TX,29.1439097,-96.2272631,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Paisano Camp Substation,,,TX,30.3070088,-103.801701,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Palacios Substation,,,TX,28.7570091,-96.2121274,1,69.0,69.0,American Electric Power; South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Pancake Substation,,,TX,31.5355829,-97.7977025,1,69.0,69.0,Brazos Electric,transmission,IN SERVICE,OSM
Parker Ranch Substation,,,TX,30.5534124,-101.5355637,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Parker Substation,,,TX,29.5719349,-96.3840937,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Peacock Substation,,,TX,33.1763612,-100.3915217,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Pearsall Substation,,,TX,28.8881174,-99.0793245,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Pecos River Substation,,,TX,30.787156,-101.8181814,1,69.0,69.0,Southwest Texas Electric Cooperative,distribution,IN SERVICE,OSM
Pecos Valley Substation,,,TX,31.0966771,-102.7948518,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Perkins Substation,,,TX,32.0061418,-100.7687233,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Persimmon Gap Substation,,,TX,29.7119088,-103.1174272,1,69.0,69.0,Rio Grande Electric Cooperative,distribution,IN SERVICE,OSM
Petteway Substation,,,TX,31.1666079,-96.524504,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM
Pettus Substation,,,TX,28.6207008,-97.7953959,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Phillips #1 Substation,,,TX,35.698247,-101.367198,1,69.0,13.2,Xcel Energy,industrial,IN SERVICE,OSM
Phillips Tank Farm Substation,,,TX,29.0761294,-95.7446116,1,69.0,4.16,Texas-New Mexico Power,industrial,IN SERVICE,OSM
Pioneer Substation,,,TX,29.5048468,-96.4596284,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Placedo Substation,,,TX,28.6687797,-96.859755,1,69.0,69.0,American Electric Power; South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Plainview Substation,,,TX,32.7332914,-100.8246298,1,69.0,69.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Pleasant Grove Substation,,,TX,31.1314562,-96.9030892,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM
Poage Substation,,,TX,31.0641469,-97.4403807,1,69.0,69.0,Brazos Electric,transmission,IN SERVICE,OSM
Point Comfort Substation,,,TX,28.6738099,-96.5581529,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Pointer Switching Station,,,TX,33.4036389,-99.8333945,1,69.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Port Aransas Substation,,,TX,27.8205667,-97.0719278,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Port Lavaca Substation,,,TX,28.6107228,-96.6582959,1,69.0,69.0,American Electric Power; South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Port O'Connor Substation,,,TX,28.4311979,-96.4630265,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Posey Substation,,,TX,33.4840973,-101.7099752,1,69.0,69.0,South Plains Electric Cooperative,distribution,IN SERVICE,OSM
Poteet Substation,,,TX,29.0382492,-98.6099542,1,69.0,12.5,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Powell Field Substation,,,TX,31.0224658,-101.5849539,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Prairie Hill Substation,,,TX,31.6521304,-96.7749659,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM
Prairie Pump Substation,,,TX,29.6023569,-96.3784897,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Premont Substation,,,TX,27.3832569,-98.1260213,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Puckett Substation,,,TX,30.6296616,-102.5483452,1,69.0,69.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM
Puckett Tap,,,TX,30.5913104,-102.6028778,1,69.0,69.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM
Purdon Substation,,,TX,31.9780158,-96.6419689,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM
Putnam Substation,,,TX,32.3719297,-99.2015185,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Quaint Station,,,TX,32.574826,-99.7956049,1,69.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Quanah Acme Mills Substation,,,TX,34.3225336,-99.8205818,1,69.0,69.0,American Electric Power,industrial,IN SERVICE,OSM
Quanah Substation,,,TX,34.3015557,-99.7405859,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Quanex Substation,,,TX,29.9020816,-96.2124742,1,69.0,12.5,San Bernard Electric Cooperative,distribution,IN SERVICE,OSM
Rankin Substation,,,TX,31.2179139,-101.9374979,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Ransom Canyon Substation,,,TX,33.5277942,-101.6970057,1,69.0,69.0,South Plains Electric Cooperative,distribution,IN SERVICE,OSM
Red River Substation,,,TX,34.6002192,-100.5179086,1,69.0,69.0,Southwestern Electric Power Company,distribution,IN SERVICE,OSM
Reedville Substation,,,TX,29.8753914,-97.8513552,1,69.0,12.5,Bluebonnet Electric Cooperative,distribution,IN SERVICE,OSM
Refugio Substation,,,TX,28.349435,-97.3449358,1,69.0,69.0,South Texas Electric Cooperative; American Electric Power,distribution,IN SERVICE,OSM
Ricardo Substation,,,TX,27.4140541,-97.7764825,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Rising Star Substation,,,TX,32.0944531,-98.9727017,1,69.0,69.0,American Electric Power; Brazos Electric,distribution,IN SERVICE,OSM
Riverside Pump Substation,,,TX,29.5701935,-96.4017964,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Riviera Substation,,,TX,27.3320705,-97.7892183,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Roaring Springs Substation,,,TX,33.8973696,-100.8473349,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Robert Lee Substation,,,TX,31.8921573,-100.4848365,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Roberts Prison Substation,,,TX,32.5545626,-99.6397236,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Roberts Substation,,,TX,32.2997273,-99.7594079,1,69.0,69.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Robstown City Substation,,,TX,27.8004448,-97.6617458,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Robstown Substation,,,TX,27.7686133,-97.6361069,1,69.0,69.0,South Texas Electric Cooperative; American Electric Power,distribution,IN SERVICE,OSM
Roby Substation,,,TX,32.7486564,-100.3778314,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Rochester Substation,,,TX,33.3171025,-99.8567827,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Rocksprings Substation,,,TX,30.0228738,-100.1990886,1,69.0,69.0,Pedernales Electric Cooperative; American Electric Power,distribution,IN SERVICE,OSM
Rollans Substation,,,TX,31.9108535,-100.9112753,1,69.0,12.5,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Rosanky Substation,,,TX,29.9292642,-97.3113316,1,69.0,69.0,Bluebonnet Electric Cooperative,distribution,IN SERVICE,OSM
Rotan Substation,,,TX,32.8391979,-100.4538066,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Round Mott Substation,,,TX,29.230076,-96.4171991,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Rowena Substation,,,TX,31.6457258,-100.047268,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Roxanna Substation,,,TX,35.5900109,-101.1844383,1,69.0,13.2,Xcel Energy,distribution,IN SERVICE,OSM
Rule Substation,,,TX,33.1892507,-99.8899411,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Sabinal Substation,,,TX,29.298851,-99.4635889,1,69.0,69.0,South Texas Electric Cooperative; American Electric Power,distribution,IN SERVICE,OSM
Salt Dome Substation,,,TX,28.9934413,-96.1417347,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
San Angelo Avenue N Substation,,,TX,31.4451258,-100.47739,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
San Angelo Concho Substation,,,TX,31.4500741,-100.4270938,1,69.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
San Angelo Emerson Street Substation,,,TX,31.4739275,-100.4259275,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
San Angelo Grape Creek Substation,,,TX,31.5743365,-100.5728002,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
San Angelo Jackson Street Substation,,,TX,31.4500803,-100.4557358,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
San Angelo Lake Nasworthy Substation,,,TX,31.3623077,-100.4507583,1,69.0,12.5,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
San Angelo Mathis Field Substation,,,TX,31.3437751,-100.4967651,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
San Angelo Walnut Street Substation,,,TX,31.4644953,-100.4571351,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
San Benito Substation,,,TX,26.1438025,-97.6430012,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
San Diego Substation,,,TX,27.7437701,-98.251181,1,69.0,69.0,American Electric Power; South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Sanderson Substation,,,TX,30.1420169,-102.4028883,1,69.0,69.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM
Sandstone Mountain Substation,,,TX,30.7363364,-98.6107019,1,69.0,69.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Santa Fe Switching Station,,,TX,31.3864422,-97.6299552,1,69.0,69.0,Brazos Electric,transmission,IN SERVICE,OSM
Sargent Substation,,,TX,28.8721361,-95.6677615,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Schroeder Substation,,,TX,28.8224039,-97.2239582,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Scott Substation,,,TX,32.4494014,-100.0750527,1,69.0,69.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Seadrift Substation,,,TX,28.4166938,-96.667762,1,69.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Seawall Substation,,,TX,27.8999332,-97.1453767,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM
Segovia Substation,,,TX,30.409877,-99.651832,1,69.0,24.9,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM
Seymour Substation,,,TX,33.5946798,-99.2545766,1,69.0,69.0,Brazos Electric,distribution,IN SERVICE,OSM
Shady Lane Substation,,,TX,30.6304958,-96.3356081,1,69.0,69.0,Bryan Texas Utilities,distribution,IN SERVICE,OSM
Shafter Mine Substation,,,TX,29.8215525,-104.3249984,1,69.0,69.0,American Electric Power,industrial,IN SERVICE,OSM
